,thermal_stress,air_pollution,green_roof
6320,2,3,0
6321,2,3,0
6322,3,2,0
6323,2,2,0
6324,2,2,1
6325,2,2,1
6327,2,2,1
6328,2,2,1
6329,2,2,0
6330,2,2,0
6331,2,2,1
6333,2,2,1
6334,2,2,0
6335,2,2,0
6336,2,2,0
6337,2,2,0
6338,2,2,1
6339,2,2,1
6340,2,2,0
6341,2,2,1
6342,2,2,1
6343,2,2,0
6344,2,2,0
6345,2,2,0
6346,2,2,0
6347,2,2,0
6348,2,2,1
6350,2,2,1
6351,2,2,1
6352,2,2,1
6353,2,2,1
6354,2,2,0
6355,2,2,0
6356,2,2,0
6357,2,2,1
6358,2,2,0
6359,2,2,1
6360,2,2,0
6361,2,2,0
6362,2,2,0
6363,2,2,0
6364,2,2,1
6365,2,2,0
6366,2,2,0
6367,2,2,0
6368,2,2,0
6369,2,2,1
6370,2,2,1
6371,2,2,0
6372,2,2,0
6374,2,2,0
6375,2,2,0
6376,2,2,0
6377,2,2,0
6378,2,2,0
6379,2,2,0
6380,2,2,0
6381,2,2,0
6382,2,2,0
6383,2,2,0
6384,2,2,0
6385,2,2,0
6387,2,2,0
6389,2,3,0
6390,2,3,0
6391,2,3,1
6392,2,3,0
6393,2,3,1
6394,2,3,0
6395,2,2,1
6396,2,2,0
6397,2,3,0
6398,2,3,1
6402,2,3,1
6403,2,3,0
6404,2,3,0
6406,2,2,1
6407,2,2,0
6408,2,3,0
6409,2,3,1
6410,2,3,1
6412,2,3,1
6413,2,3,1
6414,2,3,1
6415,2,3,1
6416,2,3,1
6418,2,2,0
6419,2,3,1
6420,2,3,0
6422,2,3,1
6423,2,3,0
6424,2,3,0
6425,2,3,0
6426,2,3,1
6427,2,3,1
6428,2,3,0
6429,2,3,0
6430,2,2,0
6431,2,2,1
6432,2,2,0
6434,2,3,0
6435,2,3,1
6436,2,3,0
6437,2,3,0
6438,2,2,1
6440,2,3,0
6441,2,3,1
6442,2,3,0
6443,2,3,1
6444,2,3,0
6445,2,2,1
6446,2,3,1
6447,2,3,1
6448,2,3,0
6449,2,2,0
6450,2,2,1
6451,2,2,0
6452,2,2,0
6453,2,2,1
6454,2,2,0
6456,2,3,1
6457,2,3,1
6458,2,3,1
6459,2,2,1
6460,2,2,0
6461,2,2,1
6462,2,2,1
6463,2,2,0
6464,2,2,1
6465,2,2,1
6466,2,2,1
6467,2,2,1
6469,2,2,1
6470,2,2,1
6472,2,2,1
6473,2,2,1
6474,2,2,1
6475,2,2,1
6477,1,2,1
6478,1,2,1
6479,1,2,1
6480,1,2,1
6482,2,2,0
6483,2,2,0
6484,1,2,1
6485,1,2,1
6486,1,2,1
6487,1,2,1
6488,1,2,0
6489,1,2,0
6490,2,2,1
6491,2,2,1
6493,1,1,0
6494,1,1,1
6495,1,1,1
6496,1,1,1
6497,1,1,1
6498,1,1,1
6499,1,1,1
6500,1,2,0
6501,1,2,1
6502,1,2,1
6503,1,2,1
6506,1,2,1
6507,1,2,1
6508,1,2,1
6509,1,2,1
6510,1,2,0
6511,2,2,1
6513,2,2,1
6514,2,2,1
6515,2,2,0
6516,2,2,0
6517,2,2,0
6518,2,2,0
6519,2,2,0
6520,2,2,0
6521,2,2,0
6522,2,2,0
6523,2,2,0
6524,1,2,0
6525,1,2,0
6526,1,2,0
6527,2,2,0
6528,2,2,1
6529,2,2,0
6530,2,2,1
6531,2,2,1
6532,2,2,0
6533,2,2,1
6535,2,2,1
6536,2,2,1
6537,2,2,1
6942,2,3,0
6943,2,3,1
6944,2,3,1
6945,2,3,1
6946,2,3,1
6947,2,3,1
6948,2,3,1
6949,2,3,0
6950,2,3,0
6953,1,2,0
6954,1,2,0
6956,1,2,0
6957,1,2,1
6958,1,2,1
6959,1,2,1
6960,1,2,0
6961,1,2,1
6962,1,2,1
6963,1,2,1
6964,1,2,0
6966,1,2,1
6967,1,2,1
6968,1,2,1
6969,1,2,1
6970,1,2,1
6971,1,2,1
6972,1,2,1
6973,1,2,0
6975,1,2,1
6977,1,2,0
6978,1,2,0
6979,1,2,1
6980,1,2,0
6981,1,2,1
6982,1,2,1
6983,1,2,0
6984,1,2,1
6985,1,2,1
6986,1,2,1
6987,1,2,0
6988,1,2,0
6989,1,2,1
6990,1,2,1
6993,1,2,1
6994,1,2,0
6996,2,3,0
6997,2,3,0
6998,1,1,1
6999,1,1,0
7000,1,1,1
7001,1,1,1
7003,1,2,0
7004,1,2,1
7006,1,2,1
7007,1,2,1
7008,1,2,1
7009,1,2,0
7010,1,2,1
7011,1,2,1
7012,1,2,0
7013,1,1,1
7014,1,1,1
7015,1,1,0
7016,1,1,1
7017,1,1,1
7018,1,1,1
7019,1,1,1
7021,1,2,1
7022,1,2,0
7023,1,2,1
7024,1,2,1
7025,1,2,1
7026,1,2,1
7027,1,2,0
7028,1,2,1
7029,1,1,1
7030,1,1,1
7031,1,2,1
7032,1,2,1
7033,1,2,0
7034,1,2,1
7035,1,2,1
7036,1,2,1
7037,1,2,1
7038,1,2,0
7039,1,2,1
7040,1,2,1
7041,1,1,1
7042,1,1,1
7043,1,1,1
7044,1,1,1
7045,1,1,1
7046,1,1,1
7047,1,1,1
7048,1,1,1
7049,1,1,0
7050,1,1,1
7051,1,1,1
7052,1,1,1
7054,1,1,1
7055,1,1,0
7056,1,1,0
7058,1,1,1
7060,1,2,0
7061,2,3,1
7062,1,2,1
7063,1,2,1
7065,1,2,1
7070,1,2,1
7071,1,2,0
7072,1,2,1
7073,1,2,0
7074,1,2,1
7076,1,1,0
7077,1,1,0
7078,1,1,0
7079,1,1,0
7080,1,1,0
7081,1,1,0
7083,1,1,0
7084,1,1,0
7085,1,1,1
7089,2,3,0
7090,1,1,0
7092,1,1,0
7093,1,1,0
7094,1,1,0
7095,2,2,1
7097,2,2,0
7098,2,2,0
7099,2,2,0
7100,2,2,0
7101,2,2,0
7103,2,2,0
7104,2,2,1
7105,2,2,1
7106,2,1,1
7108,2,1,1
7109,2,1,1
7110,2,1,1
7111,2,1,1
7112,2,2,1
7113,2,2,0
7114,2,2,0
7115,2,2,1
7116,2,1,1
7117,2,1,0
7118,2,1,0
7119,2,1,0
7120,2,1,0
7121,2,1,0
7123,2,1,0
7124,2,1,0
7125,2,2,0
7126,2,2,1
7127,2,2,0
7128,2,2,1
7129,2,2,1
7131,2,2,0
7132,2,2,0
7133,2,2,0
7134,2,2,0
7135,2,2,1
7136,2,2,1
7137,2,2,1
7138,2,2,0
7139,2,2,1
7140,2,2,1
7141,2,2,1
7142,2,2,0
7143,2,2,1
7144,2,2,1
7145,2,2,0
7146,2,2,0
7147,2,2,0
7148,2,2,0
7149,2,1,0
7150,2,1,0
7151,2,1,0
7152,2,1,0
7153,2,1,0
7154,2,1,0
7155,2,1,1
7156,2,1,1
7157,2,1,0
7158,2,1,0
7159,2,1,0
7160,2,1,0
7161,2,1,0
7162,2,1,0
7163,2,1,0
7164,2,1,0
7165,2,2,0
7166,2,2,1
7167,2,2,1
7168,2,2,0
7169,2,2,1
7170,2,1,0
7171,2,1,0
7172,2,1,1
7173,2,1,1
7174,1,2,1
7175,1,2,1
7176,1,2,1
7177,1,2,0
7178,1,2,1
7179,1,2,0
7181,1,2,1
7182,1,2,0
7183,1,2,1
7184,1,2,1
7185,1,2,0
7186,1,2,0
7187,1,2,1
7188,1,2,1
7189,1,2,1
7190,1,2,1
7191,1,2,0
7192,1,2,1
7194,1,2,1
7195,1,2,1
7196,1,2,0
7197,1,2,0
7198,1,2,1
7199,1,2,0
7201,1,2,0
7202,1,2,0
7203,1,2,0
7204,1,2,0
7205,1,2,0
7206,1,2,0
7207,1,2,0
7209,1,2,0
7210,1,2,1
7211,2,1,0
7212,2,1,0
7213,1,2,1
7214,1,2,1
7215,1,2,1
7216,1,2,1
7217,1,2,0
7218,1,2,0
7219,1,2,0
7220,1,2,1
7221,1,2,1
7222,1,2,0
7223,1,2,1
7224,1,2,1
7227,1,2,1
7228,1,2,0
7229,1,2,0
7230,1,2,0
7232,2,1,0
7234,2,1,0
7237,2,1,1
7238,2,1,1
7239,1,2,1
7240,1,2,1
7241,1,2,1
7242,1,2,1
7243,1,2,1
7244,1,2,1
7245,1,2,1
7246,1,2,1
7247,1,2,0
7248,1,2,0
7249,1,2,0
7250,1,2,1
7251,1,2,1
7252,1,2,1
7253,1,2,0
7255,1,2,1
7256,1,2,1
7257,2,1,1
7258,2,1,0
7259,2,1,0
7260,2,1,0
7261,1,2,0
7262,1,2,0
7263,1,2,0
7264,2,1,0
7267,2,1,0
7268,2,1,1
7270,1,2,1
7273,2,1,1
7275,2,1,1
7277,2,2,0
7278,2,2,0
7279,2,2,0
7280,2,2,0
7281,2,2,0
7282,2,2,0
7283,2,2,0
7284,2,2,0
7285,2,2,0
7286,2,2,0
7287,2,1,0
7288,2,1,0
7292,2,1,1
7293,2,1,0
7294,2,1,1
7295,2,1,1
7296,2,1,0
7297,2,1,0
7299,1,2,1
7301,1,2,1
7302,1,2,1
7303,1,2,0
7304,1,2,1
7305,1,2,0
7306,1,2,0
7307,2,2,1
7308,2,2,0
7309,2,2,1
7310,2,2,0
7311,2,2,1
7313,2,2,1
7314,2,2,1
7315,2,2,0
7317,2,1,1
7318,1,2,0
7319,2,1,0
7320,2,1,0
7321,2,1,1
7322,2,1,0
7323,2,1,0
7324,2,1,0
7325,2,1,0
7326,2,1,0
7327,2,1,1
7328,2,1,0
7329,2,1,0
7330,2,1,0
7331,2,1,0
7332,2,1,0
7333,2,1,0
7334,1,2,1
7335,1,2,0
7336,1,2,1
7337,2,2,1
7338,2,2,1
7339,2,2,1
7340,1,2,0
7341,2,1,1
7342,2,1,0
7343,2,1,0
7344,2,1,0
7346,2,1,0
7347,2,1,0
7348,2,1,0
7349,2,1,1
7350,2,1,0
7351,2,1,0
7352,2,1,0
7354,2,1,1
7355,2,1,0
7356,2,2,1
7357,2,2,0
7360,2,2,0
7361,2,2,0
7364,2,2,0
7365,2,2,0
7366,2,2,0
7367,2,2,0
7368,2,2,1
7369,1,1,0
7432,1,1,0
7433,1,1,0
7441,1,2,0
7446,1,1,1
7447,1,1,1
7448,1,1,0
7449,1,1,1
7452,1,1,0
7453,1,1,0
7454,1,1,0
7455,1,1,0
7456,1,1,0
7458,1,1,0
7460,1,1,0
7461,1,1,0
7462,1,1,0
7463,1,1,0
7464,1,1,0
7465,1,1,0
7466,1,1,0
7467,1,1,0
7468,1,1,0
7469,1,1,0
7470,1,1,0
7471,1,1,0
7472,1,1,0
7473,1,1,0
7474,1,1,0
7475,1,1,0
7476,1,1,0
7477,1,1,0
7478,1,2,0
7479,1,1,1
7480,1,1,1
7481,1,2,0
7483,1,2,1
7484,1,2,0
7485,1,2,0
7486,1,2,0
7487,1,2,0
7488,1,2,0
7489,1,2,0
7490,1,2,0
7491,1,2,0
7492,1,2,0
7493,1,2,0
7494,1,2,0
7495,1,2,0
7496,1,1,1
7497,1,1,1
7498,1,1,1
7499,1,1,1
7500,1,1,1
7501,1,1,1
7503,1,1,0
7504,1,1,1
7505,1,1,1
7506,1,1,1
7507,1,1,1
7508,1,1,1
7509,1,1,0
7510,1,1,1
7511,1,1,1
7512,1,1,1
7513,1,1,0
7514,1,1,1
7516,1,1,0
7518,1,1,1
7519,1,2,0
7520,1,2,1
7521,1,2,0
7522,1,2,1
7523,1,2,0
7525,1,2,1
7526,1,2,0
7527,1,2,0
7528,1,2,0
7529,1,2,0
7531,1,2,0
7532,1,2,0
7533,1,2,0
7535,1,2,0
7536,1,2,0
7537,1,2,0
7538,1,2,0
7539,1,2,0
7540,1,2,0
7541,1,2,1
7542,1,2,1
7543,1,2,0
7544,1,2,0
7545,1,2,0
7546,1,2,0
7547,1,2,0
7548,1,2,0
7549,1,2,0
7550,1,2,0
7551,1,2,0
7552,1,2,0
7553,1,2,0
7554,1,2,1
7557,1,2,0
7558,1,2,0
7560,1,2,1
7561,1,2,1
7563,1,2,1
7564,1,2,1
7565,1,2,1
7566,1,2,1
7567,1,2,1
7568,2,2,0
7569,2,2,1
7570,2,2,1
7571,2,2,1
7572,2,2,0
7573,2,2,1
7574,2,2,0
7575,2,2,1
7576,2,2,0
7577,2,2,0
7578,2,2,1
7579,1,1,1
7580,1,1,1
7581,1,1,1
7582,1,1,1
7583,1,1,1
7584,1,1,0
7585,1,1,1
7586,1,1,1
7587,1,1,1
7588,1,1,1
7589,1,1,1
7590,1,1,1
7591,1,1,1
7592,1,1,0
7593,1,1,1
7594,1,1,0
7595,1,1,1
7597,1,1,1
7598,1,1,1
7599,1,1,0
7600,1,1,1
7601,1,1,0
7602,1,1,0
7603,1,1,1
7604,1,1,1
7605,1,1,0
7606,1,1,0
7607,1,1,0
7608,1,1,1
7609,1,1,0
7610,1,2,1
7611,1,2,1
7612,1,2,1
7613,1,2,1
7614,1,2,1
7615,1,2,1
7616,1,2,0
7617,1,2,0
7618,1,2,0
7619,1,2,1
7620,1,2,0
7622,1,2,0
7623,1,2,1
7624,1,2,1
7625,1,2,1
7626,1,2,0
7628,1,2,1
7629,1,2,0
7630,1,2,1
7631,1,2,1
7632,1,2,1
7633,1,2,1
7634,1,2,1
7635,1,2,0
7636,1,2,0
7638,1,2,1
7640,1,2,0
7644,1,2,1
7645,2,2,1
7646,2,2,1
7647,2,2,1
7648,2,2,1
7649,2,2,1
7650,2,2,0
7651,2,2,0
7652,2,2,0
7653,2,2,1
7654,2,2,1
7655,2,2,1
7656,2,2,1
7657,2,2,1
7658,2,2,0
7659,2,2,0
7660,2,2,0
7661,2,2,0
7662,2,2,0
7663,2,2,0
7664,2,2,1
7665,2,2,1
7666,2,2,0
7667,2,2,0
7668,2,2,1
7669,2,2,0
7670,2,2,0
7671,2,2,0
7672,2,2,1
7673,2,2,1
7674,2,2,0
7675,1,1,0
7676,1,1,0
7677,1,2,0
7678,1,2,1
7679,1,2,1
7680,1,2,0
7681,1,2,1
7682,1,2,0
7683,1,1,0
7684,1,2,0
7685,1,2,1
7687,1,1,1
7689,1,1,0
7690,1,1,1
7691,1,1,0
7692,1,2,0
7693,1,2,0
7694,1,2,0
7695,1,2,0
7696,1,2,0
7697,1,2,0
7698,1,2,0
7699,1,2,0
7700,1,1,0
7701,1,2,0
7702,1,1,1
7703,1,1,0
7704,1,1,1
7706,1,1,1
7707,1,1,1
7708,1,1,1
7709,1,1,1
7711,1,1,1
7712,1,1,1
7713,1,1,0
7714,1,1,1
7715,1,1,1
7716,1,1,1
7717,1,1,0
7718,1,1,0
7719,1,1,0
7720,1,1,0
7721,1,1,1
7722,1,1,1
7724,1,1,1
7725,1,1,1
7726,1,1,1
7727,1,1,1
7728,1,1,0
7731,1,1,1
7732,1,1,1
7733,1,1,1
7735,1,1,1
7738,1,1,1
7739,1,1,1
7740,1,1,1
7741,1,1,1
7742,1,1,1
7743,1,1,1
7745,1,1,0
7746,1,1,0
7747,1,1,1
7750,1,1,1
7751,1,1,0
7752,1,1,0
7753,1,1,1
7754,1,1,1
7755,1,1,1
7756,1,1,1
7757,1,1,1
7758,1,1,0
7760,1,1,1
7761,1,1,1
7764,1,1,1
7765,1,1,1
7766,1,1,1
7768,1,1,0
7770,1,1,1
7771,1,1,1
7772,1,1,0
7773,1,1,1
7774,1,1,1
7775,1,1,0
7776,1,1,1
7777,1,1,1
7778,1,1,0
7779,2,2,0
7780,2,2,1
7781,2,2,0
7784,2,2,1
7785,1,1,1
7786,1,1,0
7787,1,1,1
7790,1,1,1
7791,1,1,0
7792,1,1,1
7793,1,1,1
7794,2,2,1
7795,2,2,0
7796,1,1,1
7798,1,1,1
7799,2,2,1
7801,1,1,1
7802,1,1,1
7803,1,1,1
7804,1,1,1
7805,1,1,1
7809,1,1,1
7810,1,1,0
7811,1,1,1
7812,1,1,0
7813,1,1,1
7814,1,1,1
7815,1,1,0
7816,1,1,1
7817,1,1,1
7818,1,1,1
7819,2,2,0
7820,2,2,1
7821,2,2,0
7822,2,2,1
7823,2,2,1
7824,2,2,1
7825,2,2,0
7826,2,2,0
7827,2,2,0
7828,2,2,1
7829,2,2,0
7831,2,2,0
7832,2,2,1
7834,1,1,1
7835,2,2,1
7836,2,2,0
7837,2,2,0
7838,2,2,0
7840,2,2,0
7841,2,2,1
7842,2,2,0
7843,2,2,1
7844,2,2,0
7847,2,2,1
7848,2,2,1
7849,2,2,1
7850,2,2,0
7851,2,2,1
7855,2,2,1
7856,2,2,1
7857,2,2,0
7858,2,2,1
7859,2,2,0
7860,2,2,0
7862,2,2,0
7863,2,2,0
7864,2,2,1
7865,2,2,1
7866,2,2,0
7867,2,2,0
7868,2,2,1
7869,2,2,0
7870,2,2,1
7871,2,2,1
7872,2,2,0
7873,2,2,0
7874,2,2,0
7876,2,2,0
7877,2,2,0
7878,2,2,0
7879,2,2,1
7880,2,2,1
7881,2,2,0
7882,2,2,1
7883,2,2,0
7884,1,1,0
7886,1,1,0
7887,1,1,0
7888,1,1,0
7889,1,1,0
7890,1,1,0
7891,1,1,0
7892,1,1,0
7893,1,1,0
7894,1,1,0
7895,1,1,0
7896,1,1,0
7897,1,1,0
7898,1,1,0
7899,1,1,0
7900,1,1,0
7901,1,1,0
7902,1,1,0
7903,1,1,0
7904,1,1,0
7905,1,1,0
7906,1,1,0
7907,2,2,0
7908,2,2,0
7909,2,2,0
7910,2,2,0
7911,2,2,0
7912,2,2,0
7913,2,2,0
7914,2,2,0
7915,2,2,0
7916,2,2,0
7918,1,1,1
7931,1,1,0
7935,1,1,0
7951,1,1,1
7954,1,1,0
7955,1,1,0
7956,1,1,0
7958,1,1,0
7959,1,1,1
7960,1,1,0
7961,1,1,1
7962,1,1,1
7963,1,1,0
7965,1,1,0
7966,1,1,1
7967,1,1,0
7968,1,1,1
7969,2,2,0
7970,1,1,1
7971,1,1,0
7972,1,1,1
7973,2,2,1
7975,2,2,1
7976,2,2,0
7977,1,1,0
7978,1,1,0
7979,1,1,0
7980,1,1,1
7983,1,1,0
8013,2,2,0
8014,2,2,0
8015,2,2,1
8016,1,1,1
8017,1,1,0
8018,1,1,0
8019,1,1,1
8020,1,1,0
8021,1,1,0
8022,1,1,0
8023,1,1,0
8024,1,1,0
8025,1,1,0
8026,1,1,0
8027,2,2,0
8028,1,1,0
8029,1,1,0
8030,1,1,1
8032,1,1,0
8042,1,1,0
8046,1,1,0
8138,1,1,0
8143,1,1,0
8156,1,1,0
8157,1,1,0
8158,1,1,0
8159,1,1,0
8160,1,1,0
8162,1,1,0
8165,1,1,1
8166,1,1,0
8169,1,1,0
8170,1,1,1
8175,1,1,0
8176,1,1,0
8177,1,1,0
8180,1,1,0
8181,1,1,0
8182,1,1,0
8183,1,1,0
8184,1,1,1
8186,1,1,0
8187,1,1,0
8188,1,1,1
8189,1,1,1
8190,1,1,0
8198,1,1,1
8199,1,1,0
8200,1,1,1
8202,1,1,0
8203,1,1,0
8204,1,1,1
8205,1,1,1
8206,1,1,1
8207,1,1,1
8208,1,1,0
8209,1,1,1
8210,1,1,1
8211,1,1,0
8212,1,1,0
8213,1,1,0
8214,1,1,0
8215,1,1,1
8216,1,1,1
8217,1,1,0
8218,1,1,1
8219,1,1,1
8220,1,1,0
8221,1,1,0
8222,1,1,1
8224,1,1,1
8225,1,1,1
8226,1,1,1
8227,1,1,1
8228,1,1,0
8229,1,1,1
8230,1,1,1
8231,1,1,0
8232,1,1,0
8233,1,1,1
8234,1,1,1
8236,1,1,0
8237,1,1,1
8238,1,1,0
8239,1,1,1
8241,1,1,0
8242,1,1,1
8243,1,1,1
8244,1,1,0
8247,1,1,0
8248,1,1,0
8249,1,1,0
8250,1,1,1
8251,1,1,0
8253,1,1,0
8254,1,1,0
8255,1,1,0
8256,1,1,1
8257,1,1,1
8258,1,1,1
8259,1,1,1
8260,1,1,1
8263,1,1,1
8264,1,1,0
8265,1,1,0
8267,1,1,1
8268,1,1,1
8269,1,1,1
8270,1,1,1
8271,1,1,0
8272,1,1,1
8273,1,1,1
8274,1,1,1
8275,1,1,1
8276,1,1,1
8278,1,1,1
8279,1,1,1
8289,2,1,0
8301,2,1,1
8303,2,1,1
8304,2,1,1
8305,2,1,1
8306,2,1,0
8307,2,1,0
8308,2,1,1
8310,2,1,0
8320,1,1,0
8321,1,1,0
8322,1,1,0
8323,1,1,0
8324,1,1,0
8325,1,1,0
8326,1,1,0
8327,1,1,0
8328,1,1,0
8329,1,1,0
8331,2,1,0
8332,2,1,0
8333,1,1,0
8334,1,1,0
8335,1,1,0
8336,1,1,0
8337,1,1,0
8338,1,1,0
8339,1,1,0
8340,1,1,0
8343,2,1,1
8344,1,1,0
8345,1,1,0
8346,1,1,1
8347,1,1,1
8348,2,1,0
8349,2,1,1
8350,1,1,1
8351,1,1,1
8352,1,1,0
8353,1,1,0
8354,1,1,1
8355,2,1,0
8356,2,1,0
8357,2,1,0
8358,2,1,0
8359,2,1,0
8360,2,1,0
8361,2,1,0
8362,2,1,0
8363,2,1,1
8364,2,1,0
8365,2,1,1
8367,2,1,0
8368,2,1,0
8369,2,1,0
8370,2,1,0
8371,2,1,0
8372,2,1,1
8373,2,1,0
8374,2,1,0
8377,2,1,0
8378,2,1,1
8380,2,1,0
8382,2,1,0
8383,1,1,1
8384,1,1,0
8386,2,1,1
8387,2,1,0
8392,1,1,0
8393,1,1,0
8394,1,1,0
8395,1,1,0
8396,1,1,0
8397,1,1,0
8398,1,1,0
8399,1,1,0
8402,1,1,0
8403,1,1,0
8404,1,1,0
8410,1,1,1
8413,1,1,1
8414,1,1,0
8415,1,1,0
8416,1,1,0
8417,1,1,0
8418,1,1,1
8419,1,1,1
8420,1,1,1
8421,1,1,0
8422,1,1,0
8423,1,1,0
8424,1,1,1
8425,1,1,0
8426,1,1,1
8427,1,1,0
8428,1,1,1
8429,1,1,1
8430,1,1,1
8432,1,1,0
8433,1,1,0
8434,1,1,0
8435,1,1,1
8436,1,1,1
8437,1,1,0
8440,1,1,0
8441,1,1,1
8442,1,1,0
8443,1,1,0
8444,1,1,0
8445,1,1,0
8446,1,1,1
8447,1,1,0
8448,1,1,0
8449,1,1,0
8450,1,1,0
8451,1,1,1
8452,1,1,0
8453,1,1,0
8454,1,1,1
8455,1,1,1
8456,1,1,1
8457,1,1,0
8458,1,1,1
8459,1,1,1
8460,1,1,1
8461,1,1,1
8462,1,1,0
8463,1,1,0
8464,1,1,1
8465,1,1,0
8466,1,1,0
8467,1,1,0
8468,1,1,0
8469,1,1,1
8470,1,1,1
8471,1,1,1
8472,1,1,0
8473,1,1,0
8479,1,1,0
8491,1,1,1
8492,1,1,0
8493,1,1,1
8494,1,1,1
8542,1,1,0
8564,1,1,0
8565,1,1,1
8568,1,1,0
8569,1,1,1
8570,1,1,0
8571,1,1,1
8572,1,1,0
8574,1,1,0
8575,1,1,0
8576,1,1,0
8577,1,1,0
8578,1,1,0
8581,1,1,0
8584,1,1,0
8585,1,1,1
8586,1,1,0
8587,1,1,1
8589,1,1,0
8590,1,1,1
8591,1,1,1
8594,1,1,1
8635,1,1,1
8636,1,1,1
8637,1,1,1
8642,1,1,1
8643,1,1,1
8644,1,1,1
8645,1,1,0
8647,1,1,0
8649,1,1,0
8650,1,1,1
8657,1,1,0
8661,1,1,0
8663,1,1,0
8666,1,1,0
8669,1,1,0
8670,1,1,0
8681,1,1,0
8694,1,1,0
8717,1,1,0
8720,1,1,1
8722,1,1,0
8724,1,1,0
8726,1,1,1
8729,1,1,0
8730,1,1,0
8731,1,1,0
8738,1,1,0
8739,1,1,0
8749,1,1,0
8763,1,1,0
8789,1,1,0
8790,1,1,1
8791,1,1,1
8792,1,1,0
8793,1,1,1
8794,1,1,0
8795,1,1,1
8796,1,1,1
8797,1,1,1
8812,1,1,0
8813,1,1,0
8814,1,1,0
8815,1,1,0
8816,1,1,0
8818,1,1,0
8819,1,1,0
8821,1,1,0
8823,2,3,0
8824,2,3,1
8825,2,2,1
8826,2,2,0
8827,2,2,1
8828,2,2,0
8829,2,3,1
8830,2,3,1
8831,2,3,1
8832,2,3,0
8833,2,3,1
8834,2,3,1
8835,2,3,1
8836,3,3,0
8837,3,3,1
8838,3,3,0
8839,3,3,0
8840,3,3,0
8841,3,3,0
8842,3,3,1
8843,3,3,1
8844,2,2,1
8845,2,3,1
8846,2,3,1
8847,2,3,0
8848,2,3,0
8849,2,3,1
8850,2,3,1
8851,2,3,0
8853,3,3,1
8854,3,3,1
8855,3,3,1
8856,3,3,1
8857,3,3,0
8858,3,3,1
8859,3,3,1
8860,3,3,1
8861,3,3,0
8862,3,3,1
8863,3,3,1
8864,3,3,1
8865,3,3,1
8867,2,3,0
8868,2,3,1
8869,2,3,1
8870,2,3,0
8871,2,3,0
8872,2,3,0
8873,2,3,0
8874,2,3,0
8879,2,3,0
8881,3,3,1
8883,3,3,0
8884,3,3,1
8885,3,3,0
8886,3,3,1
8887,3,3,1
8888,3,3,1
8889,3,3,1
8890,2,3,0
8891,2,3,1
8892,2,3,1
8893,2,3,0
8894,2,3,1
8895,2,3,0
8896,2,3,1
8897,2,3,1
8898,2,3,0
8899,2,3,1
8900,2,3,1
8901,2,3,1
8902,2,3,0
8903,2,3,1
8904,2,3,1
8905,2,3,0
8906,2,3,1
8908,3,3,0
8909,2,3,0
8910,2,3,0
8911,2,3,0
8912,2,3,0
8913,2,3,1
8914,2,3,0
8915,2,3,0
8916,3,3,1
8917,3,3,1
8918,3,3,1
8919,2,3,1
8920,2,3,1
8921,3,3,1
8922,3,3,1
8923,3,3,1
8924,3,3,1
8925,2,3,1
8926,2,3,1
8927,2,3,1
8928,3,3,1
8929,3,3,1
8931,3,3,1
8932,2,3,1
8933,2,3,1
8934,2,3,0
8935,3,3,1
8936,3,3,1
8937,2,3,1
8938,2,3,1
8939,2,3,0
8940,2,3,1
8941,2,3,0
8942,2,3,1
8943,2,3,1
8944,2,3,1
8945,2,3,0
8946,2,3,1
8947,2,3,0
8948,2,3,0
8949,2,3,1
8950,2,3,1
8951,2,3,1
8952,2,3,1
8953,2,3,1
8954,2,3,1
8955,2,3,1
8956,2,3,1
8957,2,3,1
8958,2,3,0
8959,2,3,1
8960,2,3,0
8961,2,3,0
8962,2,3,1
8963,2,3,0
8964,2,3,1
8965,2,3,1
8966,2,3,1
8967,2,3,1
8968,2,3,0
8969,2,3,1
8970,2,3,1
8971,2,3,0
8972,3,3,0
8973,2,3,1
8974,2,3,1
8975,2,3,1
8976,2,3,0
8977,2,3,1
8979,2,3,0
8980,2,3,1
8981,2,3,1
8982,2,3,1
8983,3,3,1
8984,3,3,1
8985,3,3,1
8986,3,3,1
8987,3,3,0
8988,3,3,1
8989,3,3,1
8990,3,3,1
8991,2,3,1
8992,3,3,1
8993,3,3,0
8994,2,3,1
8995,2,3,1
8996,2,3,0
8997,2,3,0
8998,3,3,1
8999,3,3,1
9000,3,3,1
9001,2,3,1
9002,2,3,1
9003,3,3,0
9004,3,3,1
9005,3,3,1
9006,3,3,1
9007,3,3,1
9008,2,3,1
9009,3,3,0
9010,2,3,0
9011,2,3,0
9012,2,3,0
9013,2,3,0
9014,3,3,0
9015,3,3,0
9016,3,3,0
9017,3,3,0
9018,3,3,0
9019,2,3,0
9020,3,3,1
9021,2,3,1
9022,2,3,1
9023,3,3,1
9024,3,3,1
9025,3,3,1
9026,3,3,1
9027,3,3,1
9028,2,3,1
9031,2,3,1
9032,2,3,1
9033,2,3,0
9034,2,3,0
9035,2,3,1
9036,2,3,0
9037,2,2,0
9038,2,2,1
9039,2,2,1
9040,2,2,1
9041,2,2,0
9042,2,2,1
9043,2,2,1
9045,2,2,1
9046,2,2,1
9047,2,2,0
9048,3,3,1
9049,3,3,1
9050,2,2,1
9051,2,2,0
9052,2,2,1
9053,2,2,1
9054,3,3,1
9055,3,3,1
9056,3,3,0
9057,3,3,1
9058,3,2,1
9059,3,2,1
