,thermal_stress,air_pollution,green_roof
12558,2,2,0
12560,2,2,0
12561,2,2,0
12566,2,2,0
12567,2,2,0
12568,2,2,1
12569,2,2,0
12570,2,2,0
12571,2,2,0
12572,2,2,0
12573,2,2,1
12575,2,2,0
12576,2,2,0
12577,2,2,1
12578,2,2,0
12579,2,2,0
12580,2,2,1
12581,2,2,0
12582,2,2,0
12583,2,2,0
12585,2,2,0
12586,2,2,1
12587,2,2,0
12588,2,2,0
12589,2,2,1
12591,2,2,1
12592,2,2,0
12593,2,2,0
12594,2,2,0
12595,2,2,0
12596,2,2,0
12597,2,2,1
12598,2,2,1
12599,2,2,1
12600,2,2,1
12601,2,2,1
12602,2,2,1
12603,2,2,0
12604,2,2,0
12605,2,2,0
12606,2,2,0
12607,2,2,0
12608,2,2,1
12609,2,2,1
12610,2,2,1
12611,2,2,0
12612,2,2,0
12613,2,2,0
12614,2,2,0
12615,2,2,0
12616,2,2,1
12617,2,2,1
12618,2,2,1
12619,2,2,0
12620,2,2,0
12621,2,2,1
12623,2,2,1
12624,2,2,1
12625,2,2,0
12626,2,2,1
12627,2,2,0
12628,2,2,0
12629,2,2,1
12630,2,2,0
12631,2,2,1
12632,2,2,1
12633,2,2,1
12634,2,2,0
12635,2,2,1
12636,2,2,0
12637,2,2,1
12638,2,2,0
12639,2,2,0
12640,2,2,0
12641,2,2,1
12642,2,2,0
12643,2,2,0
12645,2,2,1
12646,2,2,0
12647,2,2,0
12648,2,2,0
12649,2,2,0
12650,2,2,0
12651,2,2,1
12652,2,2,0
12653,2,2,1
12654,2,2,1
12655,2,2,1
12656,2,2,0
12657,2,2,0
12658,2,2,1
12659,2,2,1
12660,2,2,0
12661,2,2,0
12662,2,2,1
12663,2,2,0
12664,2,2,0
12665,2,2,0
12666,2,2,0
12667,2,2,0
12671,2,2,1
12672,2,2,1
12673,2,2,0
12674,2,2,1
12675,2,2,1
12676,2,2,1
12677,2,2,1
12678,2,2,0
12679,2,2,0
12680,2,2,1
12681,2,2,1
12682,2,2,0
12683,2,2,0
12684,2,2,0
12685,2,2,0
12686,2,2,0
12687,2,2,1
12688,2,2,1
12689,2,2,0
12690,2,2,1
12692,2,2,1
12693,2,2,0
12694,2,2,1
12695,2,2,1
12696,2,2,1
12697,2,2,0
12698,2,2,0
12700,2,2,1
12701,2,2,0
12702,2,2,0
12703,2,2,1
12704,2,2,0
12705,2,2,0
12706,2,2,0
12707,2,2,0
12708,2,2,1
12709,2,2,1
12710,2,2,1
12712,2,2,0
12713,2,2,0
12714,2,2,0
12715,2,2,0
12716,2,2,0
12717,2,2,0
12718,2,2,1
12719,2,2,1
12720,2,2,0
12721,2,2,1
12722,2,2,0
12723,2,2,1
12725,2,2,1
12726,2,2,0
12727,2,2,0
12728,2,2,0
12729,2,2,1
12730,2,2,0
12731,2,2,0
12732,2,2,0
12733,2,2,0
12734,2,2,0
12735,2,2,0
12736,2,2,0
12737,2,2,0
12738,2,1,0
12739,2,1,0
12740,2,1,0
12741,2,1,0
12744,2,2,1
12745,2,2,0
12746,2,2,1
12747,2,2,0
12748,2,2,0
12749,2,2,0
12750,2,2,1
12751,2,2,1
12752,2,2,0
12753,2,2,0
12754,2,2,0
12756,2,2,0
12757,2,2,0
12758,2,2,0
12759,2,2,0
12760,2,2,1
12761,2,2,1
12762,2,2,0
12763,2,2,1
12764,2,2,1
12765,2,2,1
12766,2,2,0
12767,2,1,0
12768,2,2,1
12769,2,2,1
12770,2,2,1
12771,2,2,0
12772,2,2,0
12773,2,2,0
12774,2,2,1
12775,2,2,1
12776,2,2,1
12777,2,2,0
12778,2,2,1
12779,2,2,1
12780,2,2,1
12781,2,2,1
12782,2,2,0
12783,2,1,0
12784,2,1,0
12785,2,2,1
12786,2,2,0
12787,2,2,0
12788,2,2,0
12789,2,2,0
12790,2,2,1
12791,2,1,1
12792,2,1,1
12793,2,1,1
12794,2,1,0
12795,2,1,0
12796,2,1,0
12797,2,1,1
12799,2,1,0
12800,2,1,0
12801,2,1,0
12802,2,1,0
12803,2,1,1
12804,2,1,0
12805,2,1,1
12806,2,1,0
12807,2,1,1
12808,2,1,0
12809,2,1,0
12810,2,1,0
12811,2,1,0
12812,2,1,1
12813,2,1,1
12814,2,1,1
12815,2,1,0
12816,2,2,0
12817,2,2,0
12818,2,2,1
12819,2,2,0
12820,2,2,1
12821,2,2,1
12822,2,2,0
12823,2,2,0
12828,2,1,0
12830,2,2,1
12831,2,2,0
12832,2,2,1
12833,2,2,1
12834,2,2,0
12835,2,2,0
12836,2,2,0
12837,2,2,1
12838,2,2,0
12839,2,2,1
12840,2,2,1
12841,2,1,1
12842,2,1,0
12843,2,1,1
12844,2,1,1
12845,2,1,0
12846,2,1,0
12848,2,1,0
12850,2,1,0
12851,2,1,1
12852,2,1,0
12853,2,1,0
12854,2,1,0
12855,2,1,0
12856,2,1,1
12857,2,1,1
12858,2,1,1
12859,2,1,1
12860,2,1,0
12862,2,1,0
12863,2,1,1
12864,2,1,0
12865,2,1,0
12866,2,2,0
12867,2,2,0
12868,2,2,0
12869,2,2,0
12870,2,2,0
12871,2,2,1
12872,2,2,1
12873,2,2,1
12875,2,2,1
12876,2,2,0
12877,2,2,0
12878,2,2,0
12879,2,2,0
12880,2,2,0
12881,2,2,1
12882,2,2,0
12883,2,2,0
12884,2,2,0
12885,2,2,1
12886,2,2,1
12887,2,2,1
12888,2,2,1
12890,2,1,1
12891,2,1,1
12892,2,1,0
12894,2,1,1
12895,2,1,0
12897,2,1,0
12898,2,1,0
12899,2,1,1
12900,2,1,1
12901,2,1,0
12902,2,1,1
12903,2,1,1
12904,2,1,0
12905,2,1,0
12906,2,1,0
12907,2,1,1
12910,2,2,0
12911,2,2,0
12912,2,2,0
12913,2,2,0
12914,2,2,0
12915,2,2,1
12916,2,2,1
12917,2,2,1
12918,2,2,1
12919,1,1,1
12920,1,1,0
12923,1,1,1
12924,1,1,1
12925,1,1,0
12926,2,1,1
12927,2,1,0
12929,2,1,0
12931,2,1,1
12932,2,1,1
12933,2,1,1
12934,2,1,0
12935,2,1,0
12936,2,1,0
12937,2,1,1
12938,2,1,0
12939,2,1,0
12940,2,1,1
12941,2,1,0
12942,2,1,1
12943,2,1,0
12944,2,1,1
12945,2,1,1
12946,2,1,0
12947,2,1,0
12948,2,1,0
12949,2,1,0
12950,2,1,0
12953,2,1,0
12954,2,1,1
12955,2,1,0
12956,2,1,0
12957,2,1,0
12958,2,1,1
12959,2,1,1
12960,2,1,0
12961,2,1,0
12962,2,1,0
12963,1,1,1
12964,1,1,1
12965,1,1,0
12966,1,1,0
12968,1,1,0
12971,1,1,0
12974,1,1,1
12976,2,1,0
12977,2,1,0
12978,2,1,0
12980,2,1,0
12981,2,1,0
12983,1,1,0
12984,1,1,1
12985,1,1,0
12986,2,2,0
12987,2,2,0
12988,2,2,0
12989,2,2,0
12990,2,2,0
12991,2,2,0
12992,2,2,0
12993,2,2,0
12994,2,2,0
12995,2,2,0
12996,2,2,0
12997,2,2,0
12998,2,2,0
12999,2,2,0
13000,2,2,0
13001,2,2,0
13002,2,1,0
13003,2,1,0
13004,2,1,0
13005,3,2,1
13006,3,2,0
13007,1,1,0
13008,1,1,0
13013,2,1,1
13015,2,2,0
13016,2,2,0
13017,2,2,0
13018,1,1,1
13019,1,1,0
13022,1,1,1
13027,1,1,1
13028,1,1,0
13029,1,1,0
13030,1,1,0
13032,1,1,0
13036,2,2,1
13037,2,2,0
13039,2,2,1
13040,2,2,1
13041,2,2,0
13042,2,2,1
13043,2,2,0
13044,2,2,1
13047,2,2,0
13048,2,1,0
13050,2,1,1
13051,2,1,1
13053,2,2,0
13054,2,2,0
13055,2,2,0
13056,1,1,1
13057,1,1,0
13058,1,1,0
13059,2,1,1
13060,2,1,1
13061,2,1,0
13062,2,1,0
13064,2,2,1
13065,2,2,1
13066,2,1,1
13067,2,1,0
13069,2,2,0
13070,2,2,1
13071,2,2,0
13073,2,2,0
13074,1,1,1
13076,1,1,1
13077,1,1,1
13078,1,1,1
13081,2,1,1
13082,2,1,0
13083,3,2,1
13084,2,1,0
13085,2,1,1
13087,2,1,0
13088,3,2,1
13089,2,2,1
13090,2,2,1
13091,2,2,0
13092,2,2,1
13093,2,2,1
13094,2,2,0
13097,2,2,1
13099,3,2,1
13100,2,1,0
13101,2,1,0
13102,3,2,1
13103,3,2,1
13104,1,1,0
13105,1,1,0
13106,1,1,0
13107,1,1,0
13108,1,1,0
13109,1,1,1
13110,2,1,1
13111,2,1,0
13112,2,1,1
13114,2,1,0
13116,2,2,1
13117,2,2,0
13118,2,2,1
13119,2,2,1
13120,2,2,1
13121,2,2,1
13122,2,2,1
13123,2,2,1
13125,2,2,1
13126,2,2,1
13127,2,1,0
13128,2,1,1
13129,2,1,0
13130,2,1,1
13131,2,1,1
13132,2,2,0
13133,2,2,0
13134,1,1,1
13135,1,1,0
13136,3,2,1
13137,3,2,1
13138,3,2,1
13139,3,2,1
13141,3,2,1
13142,3,2,1
13143,3,2,1
13144,3,2,1
13145,1,1,0
13146,1,1,0
13147,1,1,0
13148,1,1,0
13149,1,1,0
13150,2,1,0
13151,2,2,0
13155,2,1,0
13156,2,1,0
13157,2,2,0
13159,2,1,0
13160,2,1,0
13161,1,1,0
13162,1,1,0
13163,2,1,0
13164,2,1,0
13165,2,1,1
13168,2,1,0
13170,2,2,1
13171,2,2,1
13172,2,2,0
13173,2,2,1
13174,2,2,1
13175,2,2,1
13176,2,2,1
13178,2,2,1
13180,2,2,0
13182,2,2,1
13183,2,2,0
13184,2,2,1
13185,2,2,0
13186,2,2,1
13187,2,2,0
13188,2,2,0
13189,2,2,0
13190,2,2,1
13191,2,2,0
13193,2,2,1
13194,2,2,0
13195,2,2,0
13196,2,2,1
13197,2,2,0
13198,2,2,1
13199,2,2,1
13200,2,2,1
13202,2,2,1
13203,2,2,0
13204,2,2,0
13206,2,2,0
13208,2,2,1
13209,2,2,0
13211,2,2,0
13212,2,2,1
13213,2,2,0
13214,2,1,1
13217,2,1,0
13218,2,1,1
13219,2,1,0
13220,2,1,0
13221,2,1,0
13222,2,1,0
13223,2,1,1
13224,2,1,0
13228,2,1,0
13233,2,1,0
13234,2,1,0
13235,2,1,0
13237,2,1,0
13238,2,1,0
13239,2,1,0
13241,2,1,0
13242,2,1,1
13243,2,1,0
13244,2,1,0
13245,2,1,0
13246,2,2,0
13248,2,2,0
13249,2,2,0
13253,2,2,0
13254,2,2,1
13255,2,2,0
13256,2,2,0
13257,2,1,0
13258,2,1,0
13259,2,1,0
13261,2,1,0
13263,2,1,0
13265,2,2,1
13266,2,2,1
13267,2,2,0
13268,2,2,1
13269,2,2,0
13270,2,2,1
13271,2,2,0
13272,2,2,0
13273,2,2,0
13274,2,2,0
13275,2,2,0
13276,2,2,0
13277,2,2,1
13278,2,2,1
13279,2,2,0
13283,2,2,0
13284,2,2,0
13286,2,2,0
13287,2,2,1
13288,2,2,0
13289,2,2,0
13291,2,2,1
13292,2,2,1
13293,2,2,0
13294,2,2,0
13295,2,2,1
13296,2,2,0
13297,2,2,0
13298,2,2,1
13299,2,2,0
13300,2,2,0
13302,2,2,0
13305,2,2,0
13306,2,2,0
13307,2,2,0
13308,2,2,1
13309,2,2,1
13310,2,2,1
13311,2,2,1
13312,2,2,1
13313,2,2,0
13314,2,1,0
13317,2,2,1
13318,2,2,0
13325,2,1,0
13327,2,1,0
13328,2,1,0
13331,2,2,0
13332,2,2,0
13334,2,1,0
13335,2,1,0
13337,2,2,0
13338,2,2,0
13339,2,2,0
13341,2,2,0
13342,2,2,0
13343,2,2,0
13348,2,2,0
13349,2,2,0
13350,2,2,0
13351,2,2,0
13355,2,1,0
13356,2,1,0
13357,2,1,0
13361,2,1,0
13362,2,1,0
13366,2,2,0
13367,2,2,1
13373,3,2,0
13374,3,2,0
13375,3,2,1
13376,3,2,0
13377,3,2,0
13378,3,2,0
13379,3,2,0
13380,3,2,0
13381,3,2,1
13382,3,2,1
13383,3,2,1
13384,3,2,1
13385,3,2,0
13386,3,2,0
13387,3,2,0
13388,3,2,0
13389,3,2,0
13390,3,2,0
13392,3,2,0
13393,3,2,1
13394,3,2,1
13395,3,2,0
13396,3,2,1
13397,3,2,1
13398,3,2,1
13399,3,2,0
13400,2,1,0
13401,2,1,0
13402,2,1,0
13403,2,1,1
13404,2,1,0
13405,2,1,0
13406,2,1,0
13407,2,1,0
13409,2,1,0
13410,2,1,0
13411,3,2,0
13412,3,2,0
13413,3,2,0
13414,3,2,0
13415,3,2,0
13416,3,2,0
13417,3,2,0
13418,3,2,0
13419,3,2,1
13420,3,2,0
13424,3,2,0
13425,3,2,1
13427,3,2,0
13428,3,2,0
13430,2,1,0
13431,2,1,0
13433,2,1,0
13434,3,2,0
13435,3,2,0
13436,3,2,0
13437,2,1,0
13438,2,1,1
13439,3,2,1
13440,2,1,0
13441,2,1,1
13442,3,2,0
13443,3,2,0
13444,3,2,1
13445,3,2,0
13447,2,1,1
13448,2,1,0
13449,2,1,0
13450,3,2,1
13451,3,2,0
13452,3,2,0
13453,3,2,0
13454,2,1,0
13455,3,2,0
13456,3,2,0
13457,3,2,0
13459,2,1,0
13460,2,1,0
13461,2,1,0
13462,2,1,0
13463,2,1,0
13464,2,1,0
13465,3,2,0
13467,2,1,0
13468,2,1,0
13469,2,2,0
13470,2,1,1
13471,2,1,0
13472,2,1,1
13473,2,1,0
13474,2,1,1
13475,2,1,1
13476,2,1,0
13477,2,1,0
13478,2,1,1
13479,2,1,1
13480,2,1,1
13481,2,1,0
13482,2,1,0
13483,2,1,0
13484,2,2,0
13485,2,2,0
13487,2,2,0
13488,2,2,0
13489,2,2,0
13490,2,2,0
13491,2,2,0
13492,2,2,0
13493,2,2,0
13494,2,2,0
13495,2,2,0
13496,2,2,0
13497,2,2,0
13498,2,2,0
13499,2,2,0
13500,2,2,0
13501,2,2,0
13502,2,2,0
13503,2,2,0
13505,2,2,1
13506,2,2,0
13507,2,2,0
13508,2,2,0
13509,2,2,0
13510,2,2,0
13511,2,2,1
13512,2,2,0
13513,2,1,1
13514,2,1,0
13515,2,1,0
13516,2,1,1
13517,2,1,0
13518,2,1,1
13520,2,1,1
13521,2,1,0
13522,2,1,0
13523,2,1,0
13524,2,1,0
13525,2,1,1
13526,2,1,1
13527,2,1,1
13528,2,1,0
13529,2,1,0
13530,2,1,1
13531,2,1,0
13532,2,1,0
13533,2,2,1
13534,2,2,0
13535,2,2,0
13536,2,2,0
13537,2,2,0
13538,2,1,1
13539,2,1,0
13540,2,1,0
13541,2,1,0
13542,2,1,1
13543,2,1,0
13544,2,1,0
13546,2,1,0
13555,2,2,0
13556,2,2,0
13557,2,2,0
13558,2,2,1
13559,2,2,1
13560,2,2,1
13561,2,2,0
13562,2,2,0
13563,2,2,0
13565,2,2,0
13567,2,2,0
13568,2,2,0
13569,2,2,1
13570,2,2,0
13571,2,2,0
13572,2,2,0
13573,2,1,0
13576,2,1,0
13577,2,1,0
13591,2,1,0
13593,2,1,0
13598,1,1,0
13599,1,1,1
13600,1,1,0
13605,1,1,0
13606,1,1,0
13607,1,1,1
13609,1,1,0
13610,1,1,0
13611,1,1,0
13612,1,1,1
13613,1,1,0
13614,1,1,0
13615,1,1,0
13616,1,1,0
13617,1,1,0
13618,1,1,0
13619,1,1,0
13620,1,1,0
13621,1,1,0
13622,1,1,0
13623,1,1,1
13626,1,1,1
13627,2,1,0
13630,2,1,0
13631,2,1,0
13632,2,1,0
13633,2,1,0
13634,2,1,0
13635,2,1,0
13636,2,1,1
13637,2,1,0
13638,2,1,1
13639,2,1,0
13640,2,1,0
13641,2,1,0
13642,2,1,0
13643,2,1,0
13644,2,1,0
13645,2,1,0
13648,1,1,0
13650,1,1,0
13652,2,1,1
13653,2,1,0
13654,2,1,1
13655,2,1,0
13656,2,1,0
13657,2,1,0
13658,2,1,0
13659,2,1,0
13660,2,1,0
13661,2,1,0
13662,2,1,0
13663,2,1,0
13665,2,1,0
13666,2,1,0
13667,2,2,0
13668,2,2,0
13669,2,2,1
13670,2,2,0
13671,2,2,0
13672,2,2,0
13673,2,2,1
13675,2,2,0
13676,2,2,1
13677,2,2,0
13678,2,2,0
13679,2,2,1
13680,2,2,1
13681,2,2,0
13682,2,2,1
13683,2,2,0
13684,2,2,0
13685,2,2,1
13686,2,2,0
13687,2,2,0
13688,2,2,0
13689,2,2,0
13690,2,2,0
13691,2,2,0
13692,2,2,1
13693,2,2,0
13694,2,2,0
13695,2,2,1
13697,2,1,1
13698,2,1,0
13699,2,1,0
13700,2,1,0
13701,2,1,0
13702,2,1,0
13703,2,1,0
13704,2,1,0
13705,2,1,1
13706,2,1,0
13707,2,1,1
13708,2,1,0
13709,2,1,0
13710,2,1,0
13711,2,1,0
13712,2,2,0
13713,2,1,0
13714,2,1,0
13715,2,1,0
13716,2,1,0
13717,2,1,0
13718,2,1,0
13719,2,1,0
13720,2,2,0
13721,2,2,0
13722,1,1,0
13723,1,1,0
13724,1,1,0
13727,2,1,0
13729,2,1,0
13730,2,1,1
13731,2,1,1
13732,2,1,0
13734,2,1,1
13735,1,1,0
13736,1,1,0
13737,1,1,0
13738,1,1,0
13740,1,1,0
13742,3,2,0
13743,3,2,1
13744,3,2,0
13746,3,2,1
13747,3,2,1
13748,3,2,1
13749,2,1,1
13750,2,1,1
13751,3,2,1
13752,3,2,1
13754,2,1,0
13757,3,2,1
13758,3,2,1
13760,3,2,0
13762,3,2,1
13763,3,2,1
13764,3,2,0
13765,3,2,0
13766,3,2,0
13767,3,2,1
13768,3,2,1
13769,3,2,1
13770,3,2,1
13771,3,2,1
13772,3,2,1
13773,3,2,1
13774,3,2,1
13775,3,2,0
13776,3,2,1
13777,3,2,0
13778,3,2,1
13779,3,2,1
13781,2,1,1
13782,3,2,1
13783,3,2,1
13784,3,2,1
13785,3,2,1
13787,3,2,1
13788,3,2,1
13789,3,2,1
13790,3,2,1
13791,3,2,1
13792,3,2,1
13793,3,2,1
13794,3,2,1
13795,3,2,1
13796,3,2,1
13797,3,2,1
13798,3,2,1
13799,3,2,1
13800,3,2,0
13801,3,2,1
13802,3,2,1
13803,3,2,0
13804,2,1,1
13805,2,1,0
13806,2,1,0
13807,2,1,1
13808,2,1,1
13809,2,1,1
13815,2,1,1
13816,2,1,0
13817,2,1,0
13818,3,2,1
13819,3,2,0
13820,2,1,0
13822,3,2,1
13823,3,2,1
13824,3,2,1
13825,3,2,1
13826,3,2,1
13827,3,2,1
13828,3,2,1
13829,3,2,1
13830,3,2,1
13831,3,2,1
13832,3,2,1
13833,3,2,0
13835,3,2,1
13836,3,2,0
13837,2,1,0
13838,2,1,0
13839,2,1,0
13840,2,1,0
13841,2,1,0
13842,2,1,0
13843,2,1,1
13844,2,1,0
13845,2,1,0
13846,2,1,0
13847,2,1,1
13848,3,2,1
13849,3,2,1
13850,3,2,1
13851,3,2,1
13855,3,2,0
13856,3,2,0
13858,3,2,0
13859,3,2,0
13860,3,2,0
13862,1,1,0
13863,1,1,0
13864,1,1,0
13865,1,1,0
13867,1,1,0
13868,1,1,0
13869,1,1,0
13870,1,1,0
13871,1,1,0
13872,1,1,0
13874,1,1,0
13875,1,1,0
13876,1,1,1
13877,1,1,0
13878,1,1,0
13879,1,1,0
13880,1,1,0
13881,1,1,0
13882,1,1,1
13883,1,1,1
13884,1,1,1
13886,1,1,1
13888,2,1,0
13889,1,1,1
13892,2,1,0
13894,1,1,0
13895,1,1,0
13896,1,1,0
13897,1,1,0
13898,1,1,1
13902,1,1,0
13903,1,1,1
13905,1,1,1
13906,1,1,0
13907,1,1,0
13909,1,1,0
13910,1,1,0
13911,1,1,0
13912,1,1,0
13913,1,1,1
13914,1,1,0
13915,1,1,0
13916,1,1,0
13917,1,1,1
13919,1,1,0
13920,1,1,0
13921,1,1,1
13922,1,1,0
13923,1,1,0
13924,1,1,0
13925,1,1,1
13926,1,1,0
13927,1,1,0
13928,1,1,0
13929,1,1,0
13930,1,1,0
13931,1,1,1
13932,1,1,0
13933,1,1,0
13934,1,1,0
13935,1,1,0
13936,1,1,0
13937,1,1,0
13938,1,1,0
13939,1,1,0
13940,1,1,0
13941,1,1,0
13942,1,1,0
13943,1,1,0
13944,1,1,0
13945,1,1,0
13946,1,1,0
13948,1,1,0
13949,1,1,0
13950,1,1,0
13951,1,1,0
13952,2,1,0
13953,2,1,0
13954,1,1,0
13955,2,1,0
13956,2,1,0
13957,1,1,0
13958,1,1,1
13959,1,1,0
13960,1,1,1
13961,1,1,0
13962,2,1,0
13963,2,1,0
13964,1,1,0
13965,1,1,0
13966,1,1,0
13967,1,1,0
13968,1,1,0
13969,1,1,0
13970,1,1,0
13971,1,1,0
13972,1,1,0
13973,1,1,0
13974,1,1,0
13979,1,1,0
13980,1,1,0
13981,1,1,0
13982,2,1,0
13983,2,1,1
13984,2,1,0
13985,2,1,0
13986,2,1,0
13987,2,1,0
13988,2,1,0
13989,2,1,0
13990,2,1,0
13991,2,1,0
13992,2,1,0
13993,2,1,0
13994,2,1,0
13995,2,1,0
13996,2,1,0
13998,2,1,0
13999,2,1,1
14000,2,1,0
14001,2,1,0
14002,2,1,0
14003,2,1,0
14004,2,1,1
14005,2,1,0
14006,2,1,0
14007,2,1,0
14008,1,1,0
14009,1,1,0
14010,1,1,0
14013,1,1,0
14014,1,1,0
14015,1,1,0
14016,1,1,0
14017,1,1,0
14018,1,1,0
14019,1,1,0
14020,1,1,0
14021,1,1,0
14022,1,1,0
14023,1,1,0
14024,1,1,0
14025,1,1,0
14026,1,1,0
14027,1,1,0
14028,1,1,0
14029,1,1,0
14030,1,1,0
14031,1,1,0
14032,1,1,0
14033,1,1,0
14036,1,1,1
14037,1,1,1
14038,1,1,0
14039,1,1,1
14040,1,1,1
14043,1,1,0
14044,1,1,0
14045,1,1,1
14058,2,1,0
14060,2,1,0
14061,2,1,0
14063,2,1,1
14064,2,1,1
14066,2,1,1
14068,2,1,0
14069,2,1,0
14070,1,1,0
14071,1,1,1
14072,1,1,1
14073,1,1,0
14074,1,1,1
14075,1,1,0
14076,1,1,0
14077,1,1,1
14079,2,1,0
14080,2,1,0
14081,2,1,0
14082,2,1,0
14083,2,1,1
14085,1,1,0
14088,1,1,0
14089,1,1,0
14090,1,1,0
14092,1,1,0
14093,1,1,0
14094,1,1,0
14095,1,1,0
14096,1,1,0
14097,1,1,0
14098,1,1,0
14099,1,1,0
14100,1,1,1
14101,2,1,0
14103,2,1,0
14104,2,1,0
14105,2,1,1
14106,2,1,0
14107,2,1,0
14108,2,1,0
14109,2,1,0
14110,2,1,1
14112,2,1,0
14113,3,2,1
14114,3,2,1
14115,3,2,0
14116,3,2,0
14117,3,2,0
14118,3,2,0
14119,2,1,0
14121,2,1,0
14122,2,1,0
14126,1,1,0
14127,1,1,0
14128,1,1,0
14130,1,1,0
14131,1,1,1
14132,2,1,0
14133,1,1,0
14134,1,1,1
14135,1,1,0
14136,1,1,1
14137,1,1,0
14139,1,1,0
14140,1,1,1
14141,2,1,0
14142,2,1,0
14143,2,1,0
14144,2,1,1
14145,2,1,0
14146,2,1,0
14147,2,1,1
14148,2,1,0
14149,2,1,1
14150,2,1,0
14153,2,1,1
14154,2,1,1
14155,2,1,0
14156,2,1,0
14157,2,1,0
14158,2,1,0
14159,1,1,0
14160,1,1,0
14161,1,1,0
14163,1,1,1
14164,1,1,1
14165,1,1,1
14166,1,1,1
14167,1,1,1
14168,1,1,0
14169,1,1,0
14170,1,1,0
14171,1,1,0
14172,1,1,0
14173,1,1,0
14174,1,1,0
14175,1,1,0
14176,1,1,0
14177,2,1,0
14179,2,1,0
14180,2,1,0
14182,2,1,0
14183,2,1,0
14184,2,1,1
14185,3,2,0
14186,3,2,0
14187,2,1,0
14188,2,1,1
14190,2,1,1
14191,2,1,0
14192,2,1,0
14193,1,1,0
14194,1,1,0
14195,1,1,1
14196,1,1,0
14197,1,1,0
14198,1,1,0
14199,1,1,0
14201,2,1,1
14202,2,1,0
14203,2,1,1
14204,2,1,1
14205,2,1,1
14206,2,1,1
14207,1,1,1
14208,1,1,0
14209,1,1,0
14210,1,1,0
14211,2,1,0
14212,2,1,0
14214,2,1,0
14215,1,1,0
14216,1,1,1
14217,2,1,0
14218,2,1,0
14219,2,1,0
14220,2,1,0
14221,2,1,0
14222,1,1,0
14223,1,1,0
14224,1,1,0
14225,1,1,0
14226,1,1,0
14227,1,1,0
14228,1,1,0
14229,1,1,0
14230,1,1,0
14231,1,1,0
14232,2,1,0
14233,2,1,0
14234,1,1,0
14235,1,1,0
14236,1,1,0
14237,2,1,0
14238,1,1,0
14239,1,1,0
14240,2,1,0
14241,2,1,1
14242,2,1,0
14243,1,1,1
14244,1,1,0
14245,1,1,1
14246,1,1,0
14247,1,1,0
14248,1,1,0
14249,1,1,1
14250,1,1,0
14251,1,1,0
14252,1,1,1
14253,1,1,0
14254,1,1,0
14255,1,1,0
14256,1,1,0
14257,1,1,0
14258,1,1,0
14259,1,1,1
14260,1,1,0
14261,1,1,0
14262,1,1,0
14263,1,1,0
14264,1,1,0
14265,1,1,0
14266,1,1,0
14267,1,1,0
14268,1,1,0
14269,1,1,0
14270,1,1,0
14271,1,1,1
14272,1,1,0
14273,1,1,0
14274,1,1,0
14275,1,1,0
14276,1,1,0
14277,1,1,0
14278,1,1,0
14279,1,1,0
14280,1,1,0
14281,1,1,0
14282,1,1,0
14283,1,1,0
14284,1,1,1
14285,1,1,1
14287,1,1,0
14288,1,1,1
14289,1,1,0
14290,1,1,1
14291,1,1,0
14292,1,1,1
14293,1,1,1
14294,1,1,0
14295,1,1,0
14296,1,1,0
14297,1,1,0
14298,1,1,0
14299,1,1,0
14300,1,1,0
14301,1,1,0
14302,1,1,0
14303,1,1,0
14304,1,1,1
14305,1,1,0
14306,1,1,0
14307,1,1,0
14308,1,1,1
14309,1,1,0
14310,1,1,0
14311,1,1,0
14312,1,1,0
14313,1,1,0
14314,1,1,1
14315,1,1,0
14316,1,1,0
14317,1,1,0
14318,1,1,0
14319,1,1,0
14320,1,1,1
14321,2,1,0
14322,2,1,0
14323,2,1,0
14324,1,1,0
14325,1,1,0
14326,1,1,0
14327,1,1,0
14328,1,1,1
14329,2,1,0
14330,2,1,0
14332,2,1,0
14333,1,1,0
14334,1,1,0
14335,1,1,0
14337,1,1,0
14338,1,1,0
14340,1,1,1
14341,1,1,0
14342,1,1,1
14343,1,1,1
14344,1,1,0
14345,1,1,0
14346,1,1,0
14348,1,1,1
14349,1,1,0
14350,1,1,0
14351,1,1,0
14352,1,1,0
14353,1,1,0
14354,1,1,0
14355,1,1,0
14357,1,1,0
14358,1,1,0
14359,1,1,0
14360,1,1,0
14361,1,1,0
14362,1,1,0
14363,1,1,1
14364,1,1,0
14365,1,1,0
14366,1,1,0
14367,1,1,0
14368,1,1,0
14369,1,1,0
14370,1,1,0
14371,1,1,0
14372,2,1,0
14373,2,1,0
14374,1,1,0
14375,1,1,0
14376,1,1,0
14377,1,1,0
14378,1,1,0
14379,1,1,1
14380,1,1,0
14383,1,1,1
14384,1,1,0
14386,1,1,0
14388,1,1,0
14389,1,1,0
14390,1,1,0
14391,2,1,0
14392,1,1,0
14393,1,1,0
14394,1,1,0
14395,2,1,0
14396,2,1,0
14397,2,1,1
14400,2,1,1
14401,1,1,0
14402,1,1,0
14404,2,1,0
14405,1,1,0
14406,1,1,1
14407,1,1,1
14408,1,1,1
14409,1,1,1
14410,1,1,0
14411,1,1,0
14412,1,1,0
14413,1,1,0
14414,1,1,0
14416,1,1,1
14419,1,1,0
14420,1,1,0
14421,1,1,0
14423,1,1,0
14427,1,1,0
14430,1,1,0
14434,1,1,0
14435,3,1,0
14436,3,1,1
14438,3,1,0
14442,3,1,0
14444,3,1,0
14445,3,1,0
